Archivo,Banda,DeltaR,Ángulo,Posición,Trial,MAE,F_ref,F_dom
DeltaR=27cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,27.0,0,Supine,4,0.11417719593470432,0.23931623931623935,0.12513904338153503
DeltaR=27cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,27.0,0,Supine,5,0.028055864540847825,0.22222222222222224,0.25027808676307006
DeltaR=27cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,27.0,0,Supine,6,0.05160767424393681,0.23931623931623935,0.18770856507230255
DeltaR=27cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,27.0,0,Supine,7,0.09332068870444848,0.23931623931623935,0.14599555061179087
DeltaR=27cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,27.0,0,Supine,8,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,8.0,30,Facedown,1,0.042364260384282704,0.3760683760683761,0.3337041156840934
DeltaR=8cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,8.0,30,Facedown,2,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,8.0,30,Facedown,3,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,8.0,30,Facedown,4,0.04988924065676015,0.3418803418803419,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,8.0,30,Facedown,5,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,8.0,30,Facedown,6,0.01570120646872597,0.3076923076923077,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,8.0,30,Facedown,7,0.0536517307929989,0.3247863247863248,0.2711345939933259
DeltaR=8cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,8.0,30,Facedown,8,0.08031478470855563,0.3931623931623932,0.3128476084538376
DeltaR=8cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,8.0,30,Lateral,1,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,8.0,30,Lateral,2,0.02322618674120347,0.27350427350427353,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,8.0,30,Lateral,3,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,8.0,30,Lateral,4,0.04784518410769806,0.25641025641025644,0.20856507230255839
DeltaR=8cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,8.0,30,Lateral,5,0.02698867687744222,0.25641025641025644,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,8.0,30,Lateral,6,0.00989465978342513,0.23931623931623935,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,8.0,30,Lateral,7,0.006132169647186381,0.25641025641025644,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,8.0,30,Lateral,8,0.06493920120171515,0.27350427350427353,0.20856507230255839
DeltaR=8cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,8.0,30,Supine,1,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,8.0,30,Supine,2,0.03279522356274306,0.3247863247863248,0.29199110122358174
DeltaR=8cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,8.0,30,Supine,3,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,8.0,30,Supine,4,0.03655771369898181,0.3076923076923077,0.2711345939933259
DeltaR=8cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,8.0,30,Supine,5,0.05741422092923765,0.3076923076923077,0.25027808676307006
DeltaR=8cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,8.0,30,Supine,6,0.0611767110654764,0.2905982905982906,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,8.0,30,Supine,7,0.04408269397145931,0.27350427350427353,0.22942157953281422
DeltaR=8cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,8.0,30,Supine,8,0.05160767424393681,0.23931623931623935,0.18770856507230255
