Archivo,Banda,DeltaR,Ángulo,Posición,Trial,MRE,F_ref,F_dom,F_card
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,15.5,30,Facedown,4,0.06422757985257974,0.30573918269230765,0.286102294921875,1.116943359375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,15.5,30,Facedown,5,0.09397482014388474,0.31325120192307687,0.2838134765625,1.348114013671875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,15.5,30,Facedown,6,0.11363636363636351,0.3098707932692307,0.274658203125,1.201629638671875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,15.5,30,Facedown,7,0.10363875154511737,0.30386117788461536,0.272369384765625,1.338958740234375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,15.5,30,Facedown,8,0.07436708860759483,0.2967247596153846,0.274658203125,1.078033447265625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,15.5,30,Lateral,1,0.03618421052631579,0.2783203125,0.28839111328125,1.20391845703125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,15.5,30,Lateral,2,0.01940055762081793,0.30310997596153844,0.308990478515625,0.8148193359375
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,15.5,30,Lateral,3,0.055610236220472585,0.28620793269230765,0.3021240234375,1.08489990234375
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,15.5,30,Lateral,4,0.08648255813953493,0.2907151442307692,0.31585693359375,2.02789306640625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,15.5,30,Lateral,5,0.12838152985074625,0.3019831730769231,0.263214111328125,1.226806640625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,15.5,30,Lateral,6,0.0051020408163264495,0.31287560096153844,0.311279296875,1.0711669921875
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,15.5,30,Lateral,7,0.12735133495145626,0.3094951923076923,0.27008056640625,1.215362548828125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,15.5,30,Lateral,8,0.008168927250308206,0.3046123798076923,0.3021240234375,1.02081298828125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,15.5,30,Supine,1,0.07278138528138547,0.2602914663461538,0.27923583984375,0.858306884765625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,15.5,30,Supine,2,0.08827525575447555,0.29371995192307687,0.267791748046875,0.84686279296875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,15.5,30,Supine,3,0.04858870967741923,0.29109074519230765,0.276947021484375,0.8056640625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,15.5,30,Supine,4,0.060205018359853105,0.3068659855769231,0.28839111328125,0.817108154296875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,15.5,30,Supine,5,0.0546875,0.29296875,0.276947021484375,0.933837890625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,15.5,30,Supine,6,0.12162162162162152,0.2918419471153846,0.25634765625,0.9979248046875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,15.5,30,Supine,7,0.04785156249999987,0.27644230769230765,0.263214111328125,0.860595703125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,15.5,30,Supine,8,0.015151515151514973,0.2602914663461538,0.25634765625,0.849151611328125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,20.0,0,Facedown,1,0.017933238636363664,0.33052884615384615,0.336456298828125,0.922393798828125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,20.0,0,Facedown,2,0.12143166089965396,0.32564603365384615,0.286102294921875,0.80108642578125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,20.0,0,Facedown,3,0.1460552130044842,0.33503605769230765,0.286102294921875,0.9063720703125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,20.0,0,Facedown,4,0.05727877475247509,0.30348557692307687,0.286102294921875,0.826263427734375
DeltaR=20cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,20.0,0,Facedown,5,0.008346273291925367,0.3023587740384615,0.299835205078125,0.849151611328125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,20.0,0,Facedown,6,0.05700468933177011,0.32038762019230765,0.3021240234375,0.87432861328125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,20.0,0,Facedown,7,0.14172535211267603,0.3200120192307692,0.274658203125,0.904083251953125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,20.0,0,Facedown,8,0.10429216867469879,0.3117487980769231,0.27923583984375,1.24969482421875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,20.0,0,Lateral,1,0.4199029126213593,0.19343449519230768,0.274658203125,1.409912109375
DeltaR=20cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,20.0,0,Lateral,2,0.020860180412371164,0.29146634615384615,0.29754638671875,1.032257080078125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,20.0,0,Lateral,3,0.16279591104734595,0.26179387019230765,0.304412841796875,1.567840576171875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,20.0,0,Lateral,4,0.08470513748191026,0.2595402644230769,0.281524658203125,1.959228515625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,20.0,0,Lateral,5,0.07818775100401593,0.2805739182692307,0.258636474609375,1.018524169921875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,20.0,0,Lateral,6,0.20447474377745248,0.2565354567307692,0.308990478515625,1.219940185546875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,20.0,0,Lateral,7,0.06867588932806319,0.2850811298076923,0.2655029296875,1.160430908203125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,20.0,0,Lateral,8,0.13128900156006248,0.24076021634615383,0.272369384765625,1.79901123046875
DeltaR=20cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,20.0,0,Supine,1,0.08087465083798893,0.26893028846153844,0.290679931640625,1.522064208984375
DeltaR=20cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,20.0,0,Supine,2,0.06662482065997147,0.26179387019230765,0.27923583984375,1.373291015625
DeltaR=20cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,20.0,0,Supine,3,0.46120115452930743,0.21146334134615383,0.308990478515625,1.709747314453125
DeltaR=20cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,20.0,0,Supine,4,0.18514150943396226,0.2587890625,0.30670166015625,1.13525390625
DeltaR=20cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,20.0,0,Supine,5,0.001630764563106741,0.3094951923076923,0.308990478515625,1.902008056640625
DeltaR=20cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,20.0,0,Supine,6,0.14242219215155613,0.2775691105769231,0.238037109375,1.08489990234375
DeltaR=20cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,20.0,0,Supine,7,0.06484030837004412,0.2557842548076923,0.272369384765625,1.007080078125
DeltaR=20cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,20.0,0,Supine,8,0.18322930354796316,0.2858323317307692,0.23345947265625,0.8056640625
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,22.5,30,Facedown,1,0.16058753943217655,0.35719651442307687,0.299835205078125,0.821685791015625
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,22.5,30,Facedown,2,0.05323093220338968,0.2659254807692307,0.25177001953125,0.849151611328125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,22.5,30,Facedown,3,0.06911906290115523,0.2925931490384615,0.272369384765625,0.936126708984375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,22.5,30,Facedown,4,0.11440311418685119,0.32564603365384615,0.28839111328125,0.899505615234375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,22.5,30,Facedown,5,0.03822441430332917,0.3046123798076923,0.29296875,0.81024169921875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,22.5,30,Facedown,6,0.004039923954372653,0.29634915865384615,0.29754638671875,0.8148193359375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,22.5,30,Facedown,7,0.06691696113074191,0.3188852163461538,0.29754638671875,0.849151611328125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,22.5,30,Facedown,8,0.11072069377990418,0.3140024038461538,0.27923583984375,0.8056640625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,22.5,30,Lateral,1,0.0011160714285715506,0.31550480769230765,0.31585693359375,1.07574462890625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,22.5,30,Lateral,2,0.03465346534653449,0.30348557692307687,0.29296875,1.073455810546875
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,22.5,30,Lateral,3,0.07492469879518071,0.3117487980769231,0.28839111328125,1.306915283203125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,22.5,30,Lateral,4,0.10387518409425635,0.25503305288461536,0.281524658203125,1.16729736328125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,22.5,30,Lateral,5,0.16485191637630656,0.32339242788461536,0.27008056640625,0.881195068359375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,22.5,30,Lateral,6,0.159957627118644,0.33240685096153844,0.27923583984375,1.20849609375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,22.5,30,Lateral,7,0.05294585987261141,0.2948467548076923,0.27923583984375,1.190185546875
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,22.5,30,Lateral,8,0.22716750841750838,0.3346604567307692,0.258636474609375,1.586151123046875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,22.5,30,Supine,1,0.07436708860759483,0.2967247596153846,0.274658203125,0.897216796875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,22.5,30,Supine,2,0.09995460048426147,0.3102463942307692,0.27923583984375,0.853729248046875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,22.5,30,Supine,3,0.11791314837153187,0.3113731971153846,0.274658203125,0.862884521484375
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,22.5,30,Supine,4,0.06901041666666657,0.2974759615384615,0.276947021484375,0.890350341796875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,22.5,30,Supine,5,0.040486878453038645,0.27193509615384615,0.26092529296875,0.81939697265625
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,22.5,30,Supine,6,0.04476351351351341,0.2779447115384615,0.2655029296875,1.00250244140625
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,22.5,30,Supine,7,0.030539772727272683,0.2809495192307692,0.272369384765625,0.904083251953125
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,22.5,30,Supine,8,0.11729669631512067,0.2955979567307692,0.26092529296875,0.91094970703125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,27.0,0,Facedown,1,0.14573598130841114,0.36170372596153844,0.308990478515625,1.013946533203125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,27.0,0,Facedown,2,0.08425414364640874,0.33991887019230765,0.311279296875,0.862884521484375
DeltaR=27cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,27.0,0,Facedown,3,0.10531069364161846,0.3248948317307692,0.290679931640625,0.904083251953125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,27.0,0,Facedown,4,0.003537735849056433,0.29860276442307687,0.29754638671875,0.817108154296875
DeltaR=27cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,27.0,0,Facedown,5,0.12814322157434418,0.2576622596153846,0.290679931640625,0.844573974609375
DeltaR=27cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,27.0,0,Facedown,6,0.13846982758620682,0.3267728365384615,0.281524658203125,0.88348388671875
DeltaR=27cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,27.0,0,Facedown,7,0.09302325581395335,0.32301682692307687,0.29296875,0.894927978515625
DeltaR=27cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,27.0,0,Facedown,8,0.09026954976303309,0.3170072115384615,0.28839111328125,0.812530517578125
DeltaR=27cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,27.0,0,Lateral,2,0.1505256336405529,0.3260216346153846,0.276947021484375,1.389312744140625
DeltaR=27cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,27.0,0,Lateral,3,0.08805829466357296,0.3237680288461538,0.295257568359375,1.4556884765625
DeltaR=27cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,27.0,0,Lateral,4,0.09454617834394911,0.2948467548076923,0.322723388671875,1.174163818359375
DeltaR=27cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,27.0,0,Lateral,5,0.2236445783132532,0.2805739182692307,0.34332275390625,2.2613525390625
DeltaR=27cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,27.0,0,Lateral,6,0.07208806818181816,0.33052884615384615,0.30670166015625,0.853729248046875
DeltaR=27cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,27.0,0,Lateral,7,0.05374497319034859,0.2801983173076923,0.295257568359375,1.503753662109375
DeltaR=27cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,27.0,0,Lateral,8,0.02468790012804089,0.29334435096153844,0.286102294921875,1.27716064453125
DeltaR=27cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,27.0,0,Supine,1,0.3708057655954632,0.19869290865384615,0.272369384765625,1.05743408203125
DeltaR=27cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,27.0,0,Supine,2,0.08364661654135333,0.2997295673076923,0.274658203125,1.01165771484375
DeltaR=27cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,27.0,0,Supine,3,0.061883223684210384,0.2854567307692307,0.267791748046875,1.007080078125
DeltaR=27cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,27.0,0,Supine,4,0.007988721804511373,0.2497746394230769,0.25177001953125,0.890350341796875
DeltaR=27cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,27.0,0,Supine,5,0.06547162576687127,0.2448918269230769,0.26092529296875,0.881195068359375
DeltaR=27cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,27.0,0,Supine,6,0.10185731132075486,0.2388822115384615,0.263214111328125,0.908660888671875
DeltaR=27cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,27.0,0,Supine,7,0.04464285714285724,0.2497746394230769,0.26092529296875,0.8697509765625
DeltaR=27cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,27.0,0,Supine,8,0.054038808664259835,0.3121243990384615,0.295257568359375,0.84228515625
DeltaR=8cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,8.0,30,Facedown,1,0.05895653347732176,0.34780649038461536,0.327301025390625,0.826263427734375
DeltaR=8cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,8.0,30,Facedown,2,0.07194848824188127,0.33541165865384615,0.311279296875,1.265716552734375
DeltaR=8cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,8.0,30,Facedown,3,0.11755273660205234,0.3294020432692307,0.290679931640625,0.904083251953125
DeltaR=8cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,8.0,30,Facedown,4,0.09594422423556051,0.3316556490384615,0.299835205078125,0.853729248046875
DeltaR=8cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,8.0,30,Facedown,5,0.031762295081967214,0.2978515625,0.28839111328125,0.826263427734375
DeltaR=8cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,8.0,30,Facedown,6,0.1087618906064209,0.31588040865384615,0.281524658203125,0.926971435546875
DeltaR=8cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,8.0,30,Facedown,7,0.13461538461538447,0.31738281249999994,0.274658203125,0.85601806640625
DeltaR=8cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,8.0,30,Facedown,8,0.12416507633587802,0.2952223557692307,0.331878662109375,0.913238525390625
DeltaR=8cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,8.0,30,Lateral,1,0.5506958250497018,0.18892728365384615,0.29296875,0.803375244140625
DeltaR=8cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,8.0,30,Lateral,2,0.07892174220963193,0.2651742788461538,0.286102294921875,1.79443359375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,8.0,30,Lateral,3,0.024999999999999984,0.2629206730769231,0.25634765625,1.210784912109375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,8.0,30,Lateral,4,0.20028409090909108,0.24789663461538458,0.29754638671875,1.10321044921875
DeltaR=8cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,8.0,30,Lateral,5,0.015058534743202298,0.2486478365384615,0.244903564453125,0.82855224609375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,8.0,30,Lateral,6,0.012060616929698564,0.26179387019230765,0.258636474609375,0.80108642578125
DeltaR=8cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,8.0,30,Lateral,7,0.0018857758620689166,0.2614182692307692,0.26092529296875,0.954437255859375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,8.0,30,Lateral,8,0.05484693877551016,0.2760667067307692,0.26092529296875,0.9521484375
DeltaR=8cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,8.0,30,Supine,1,0.08593749999999993,0.30799278846153844,0.281524658203125,0.8697509765625
DeltaR=8cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,8.0,30,Supine,2,0.09152809633027516,0.32752403846153844,0.29754638671875,0.839996337890625
DeltaR=8cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,8.0,30,Supine,3,0.037410248041775354,0.2877103365384615,0.276947021484375,0.858306884765625
DeltaR=8cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,8.0,30,Supine,4,0.010152284263959262,0.29597355769230765,0.29296875,0.823974609375
DeltaR=8cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,8.0,30,Supine,5,0.0863150557620817,0.30310997596153844,0.276947021484375,0.80108642578125
DeltaR=8cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,8.0,30,Supine,6,0.06990131578947355,0.2854567307692307,0.2655029296875,0.970458984375
DeltaR=8cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,8.0,30,Supine,7,0.09121171770972027,0.2820763221153846,0.25634765625,0.91552734375
DeltaR=8cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,8.0,30,Supine,8,0.02022058823529423,0.24902343749999997,0.254058837890625,0.904083251953125
