Archivo,Banda,DeltaR,Ángulo,Posición,Trial,ACC,F_ref,F_dom,F_card
DeltaR=10cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,10.0,0,Supine,8,0.7536716710182767,0.14385516826923075,0.179290771484375,0.970458984375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,15.5,30,Facedown,1,0.8912406815761449,0.35268930288461536,0.3143310546875,1.40533447265625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,15.5,30,Facedown,2,0.8921659977064221,0.32752403846153844,0.292205810546875,1.256561279296875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,15.5,30,Facedown,3,0.8616727941176472,0.33203124999999994,0.286102294921875,1.338958740234375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,15.5,30,Facedown,4,0.8860995232419547,0.3151292067307692,0.27923583984375,1.114654541015625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,15.5,30,Facedown,5,0.9479166666666669,0.29860276442307687,0.283050537109375,1.35040283203125
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,15.5,30,Facedown,6,0.8418674698795181,0.3117487980769231,0.262451171875,1.316070556640625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,15.5,30,Facedown,7,0.9391801075268817,0.27944711538461536,0.262451171875,0.8148193359375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,15.5,30,Facedown,8,0.8185634328358209,0.3019831730769231,0.2471923828125,1.080322265625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,15.5,30,Lateral,1,0.43184055118110243,0.3339092548076923,0.144195556640625,0.91094970703125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,15.5,30,Lateral,2,0.9168287937743193,0.2895883413461538,0.2655029296875,0.995635986328125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,15.5,30,Lateral,3,0.718118686868687,0.2974759615384615,0.213623046875,0.87432861328125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,15.5,30,Lateral,4,0.753362341772152,0.2967247596153846,0.223541259765625,0.9521484375
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,15.5,30,Lateral,5,0.6722642348754448,0.3166316105769231,0.212860107421875,1.226806640625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,15.5,30,Lateral,6,0.6026521867612293,0.31775841346153844,0.191497802734375,1.068878173828125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,15.5,30,Lateral,7,0.4709038220551379,0.2997295673076923,0.141143798828125,1.215362548828125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,15.5,30,Lateral,8,0.8259212198221093,0.2955979567307692,0.244140625,1.361846923828125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,15.5,30,Supine,1,0.7647357723577235,0.23099459134615383,0.28533935546875,1.1077880859375
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,15.5,30,Supine,2,0.8749567174515236,0.2711838942307692,0.237274169921875,0.844573974609375
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,15.5,30,Supine,3,0.8816276202219483,0.3046123798076923,0.2685546875,0.867462158203125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,15.5,30,Supine,4,0.9287782066508314,0.3162560096153846,0.293731689453125,0.817108154296875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,15.5,30,Supine,5,0.8243786549707603,0.3211388221153846,0.264739990234375,0.959014892578125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,15.5,30,Supine,6,0.7536087223587224,0.30573918269230765,0.23040771484375,0.9979248046875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,15.5,30,Supine,7,0.8713064409030545,0.2828275240384615,0.246429443359375,0.839996337890625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,15.5,30,Supine,8,0.8419384057971016,0.25916466346153844,0.21820068359375,0.849151611328125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,20.0,0,Facedown,1,0.904768467475193,0.3406700721153846,0.3082275390625,0.986480712890625
DeltaR=20cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,20.0,0,Facedown,2,0.8948346480582525,0.3094951923076923,0.276947021484375,0.862884521484375
DeltaR=20cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,20.0,0,Facedown,3,0.9615239104116223,0.3102463942307692,0.298309326171875,0.860595703125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,20.0,0,Facedown,4,0.9857681755829903,0.27381310096153844,0.2777099609375,0.872039794921875
DeltaR=20cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,20.0,0,Facedown,5,0.9187863372093025,0.32301682692307687,0.296783447265625,1.013946533203125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,20.0,0,Facedown,6,0.8859463276836159,0.33240685096153844,0.29449462890625,1.261138916015625
DeltaR=20cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,20.0,0,Facedown,7,0.8880813953488373,0.32301682692307687,0.286865234375,0.9063720703125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,20.0,0,Facedown,8,0.8813080046403714,0.3237680288461538,0.28533935546875,0.8056640625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,20.0,0,Lateral,1,0.47828288846520495,0.39400540865384615,0.188446044921875,1.40533447265625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,20.0,0,Lateral,2,0.8329402515723272,0.29860276442307687,0.24871826171875,1.080322265625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,20.0,0,Lateral,3,0.5495308073654392,0.2651742788461538,0.145721435546875,1.142120361328125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,20.0,0,Lateral,4,0.5562414850136241,0.2756911057692307,0.153350830078125,0.945281982421875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,20.0,0,Lateral,5,0.6531970827679783,0.27681790865384615,0.180816650390625,0.80108642578125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,20.0,0,Lateral,6,0.6428425774877651,0.2302433894230769,0.14801025390625,0.88348388671875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,20.0,0,Lateral,7,0.39736164736164736,0.2918419471153846,0.115966796875,1.160430908203125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,20.0,0,Lateral,8,0.8494940978077572,0.22273137019230768,0.189208984375,1.137542724609375
DeltaR=20cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,20.0,0,Supine,1,-0.019576149425287515,0.1307091346153846,0.26397705078125,1.519775390625
DeltaR=20cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,20.0,0,Supine,2,0.8693041871921181,0.22874098557692304,0.258636474609375,1.371002197265625
DeltaR=20cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,20.0,0,Supine,3,0.7414448669201521,0.19756610576923075,0.146484375,1.43280029296875
DeltaR=20cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,20.0,0,Supine,4,0.4922141638225257,0.22010216346153844,0.10833740234375,1.13525390625
DeltaR=20cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,20.0,0,Supine,5,0.612200540958269,0.24301382211538458,0.148773193359375,0.9613037109375
DeltaR=20cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,20.0,0,Supine,6,0.5696706798866856,0.2651742788461538,0.15106201171875,1.08489990234375
DeltaR=20cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,20.0,0,Supine,7,0.9349489795918366,0.23925781249999997,0.25482177734375,1.007080078125
DeltaR=20cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,20.0,0,Supine,8,0.6277412280701755,0.2783203125,0.174713134765625,0.81024169921875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,22.5,30,Facedown,1,0.866581498951782,0.3583233173076923,0.310516357421875,0.959014892578125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,22.5,30,Facedown,2,0.9052657480314962,0.23850661057692304,0.215911865234375,0.84686279296875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,22.5,30,Facedown,3,0.9005541871921183,0.3049879807692307,0.274658203125,0.803375244140625
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,22.5,30,Facedown,4,0.874501708428246,0.3297776442307692,0.28839111328125,1.36871337890625
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,22.5,30,Facedown,5,0.8647184551886793,0.31850961538461536,0.275421142578125,0.90179443359375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,22.5,30,Facedown,6,0.9749586092715231,0.28357872596153844,0.290679931640625,0.812530517578125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,22.5,30,Facedown,7,0.9254526869158879,0.3215144230769231,0.29754638671875,0.8514404296875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,22.5,30,Facedown,8,0.864003258293839,0.3170072115384615,0.273895263671875,0.839996337890625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,22.5,30,Lateral,1,0.9178240740740742,0.1521183894230769,0.139617919921875,1.07574462890625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,22.5,30,Lateral,2,0.33238636363636365,0.37184495192307687,0.12359619140625,1.178741455078125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,22.5,30,Lateral,3,0.41057180851063835,0.3530649038461538,0.14495849609375,1.961517333984375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,22.5,30,Lateral,4,0.7957752324037185,0.2828275240384615,0.225067138671875,1.618194580078125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,22.5,30,Lateral,5,0.6251962939698492,0.29897836538461536,0.186920166015625,0.8880615234375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,22.5,30,Lateral,6,0.40837696335078544,0.3586989182692307,0.146484375,1.21307373046875
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,22.5,30,Lateral,7,0.9074228208232445,0.3102463942307692,0.281524658203125,1.357269287109375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,22.5,30,Lateral,8,0.6763417305585981,0.34292367788461536,0.23193359375,1.5838623046875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,22.5,30,Supine,1,0.8774447278911565,0.3312800480769231,0.290679931640625,0.803375244140625
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,22.5,30,Supine,2,0.8143721198156683,0.3260216346153846,0.2655029296875,0.8514404296875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,22.5,30,Supine,3,0.8900703794369645,0.3068659855769231,0.27313232421875,1.357269287109375
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,22.5,30,Supine,4,0.9177652994791667,0.28846153846153844,0.264739990234375,0.830841064453125
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,22.5,30,Supine,5,0.9004510309278351,0.25503305288461536,0.229644775390625,0.81939697265625
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,22.5,30,Supine,6,0.9663461538461539,0.25390625,0.262451171875,1.000213623046875
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,22.5,30,Supine,7,0.9432791095890413,0.27418870192307687,0.258636474609375,0.844573974609375
DeltaR=22.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,22.5,30,Supine,8,0.7557020142180095,0.3170072115384615,0.23956298828125,0.812530517578125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,27.0,0,Facedown,1,0.8567734611503532,0.37222055288461536,0.31890869140625,0.807952880859375
DeltaR=27cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,27.0,0,Facedown,2,0.8968623991935485,0.3725961538461538,0.33416748046875,0.86517333984375
DeltaR=27cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,27.0,0,Facedown,3,0.8829532657657659,0.3335336538461538,0.29449462890625,0.839996337890625
DeltaR=27cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,27.0,0,Facedown,4,0.8659297052154196,0.3312800480769231,0.286865234375,0.88348388671875
DeltaR=27cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,27.0,0,Facedown,5,-0.4989261168384882,0.1092998798076923,0.27313232421875,0.860595703125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,27.0,0,Facedown,6,0.8482646726862304,0.33278245192307687,0.28228759765625,0.88348388671875
DeltaR=27cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,27.0,0,Facedown,7,0.8463541666666667,0.3335336538461538,0.28228759765625,0.87432861328125
DeltaR=27cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,27.0,0,Facedown,8,0.8028927364864866,0.3335336538461538,0.267791748046875,0.8331298828125
DeltaR=27cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,27.0,0,Lateral,2,0.6645156612529004,0.3237680288461538,0.21514892578125,1.389312744140625
DeltaR=27cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,27.0,0,Lateral,3,0.49832067757009346,0.3215144230769231,0.16021728515625,0.926971435546875
DeltaR=27cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,27.0,0,Lateral,4,0.8988720642768852,0.30386117788461536,0.27313232421875,1.17645263671875
DeltaR=27cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,27.0,0,Lateral,5,0.5225511213720317,0.2847055288461538,0.148773193359375,1.02081298828125
DeltaR=27cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,27.0,0,Lateral,6,0.8037634408602151,0.3493088942307692,0.28076171875,1.398468017578125
DeltaR=27cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,27.0,0,Lateral,7,0.6558181532663316,0.29897836538461536,0.196075439453125,1.499176025390625
DeltaR=27cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,27.0,0,Lateral,8,0.6303879310344829,0.3049879807692307,0.1922607421875,1.28173828125
DeltaR=27cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,27.0,0,Supine,1,0.8839457637997433,0.2925931490384615,0.258636474609375,1.24969482421875
DeltaR=27cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,27.0,0,Supine,2,0.890625,0.29296875,0.26092529296875,1.01165771484375
DeltaR=27cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,27.0,0,Supine,3,0.7871392815076562,0.3188852163461538,0.251007080078125,0.81024169921875
DeltaR=27cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,27.0,0,Supine,4,0.8599677541729894,0.24752103365384615,0.212860107421875,0.89263916015625
DeltaR=27cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,27.0,0,Supine,5,0.8766795602605864,0.23061899038461536,0.202178955078125,0.812530517578125
DeltaR=27cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,27.0,0,Supine,6,0.8884654471544716,0.23099459134615383,0.205230712890625,0.908660888671875
DeltaR=27cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,27.0,0,Supine,7,0.9592013888888891,0.24338942307692304,0.23345947265625,0.8697509765625
DeltaR=27cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,27.0,0,Supine,8,0.9139482564679415,0.3339092548076923,0.30517578125,0.84228515625
DeltaR=8cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,8.0,30,Facedown,1,0.8907530737704918,0.36658653846153844,0.3265380859375,0.826263427734375
DeltaR=8cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,8.0,30,Facedown,2,0.8625550055005502,0.3414212740384615,0.29449462890625,0.8331298828125
DeltaR=8cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,8.0,30,Facedown,3,0.9127915244596133,0.33015324519230765,0.301361083984375,0.940704345703125
DeltaR=8cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,8.0,30,Facedown,4,0.8381153207964602,0.3395432692307692,0.284576416015625,1.256561279296875
DeltaR=8cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,8.0,30,Facedown,5,0.9351794554455447,0.30348557692307687,0.2838134765625,1.2725830078125
DeltaR=8cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,8.0,30,Facedown,6,0.8935603850641775,0.3218900240384615,0.287628173828125,0.926971435546875
DeltaR=8cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,8.0,30,Facedown,7,0.8579044117647059,0.3192608173076923,0.273895263671875,0.85601806640625
DeltaR=8cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,8.0,30,Facedown,8,0.883873850868233,0.3677133413461538,0.32501220703125,0.9979248046875
DeltaR=8cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,8.0,30,Lateral,1,0.7779857242339834,0.26968149038461536,0.209808349609375,0.8056640625
DeltaR=8cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,8.0,30,Lateral,2,0.9525070621468928,0.2659254807692307,0.2532958984375,1.453399658203125
DeltaR=8cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,8.0,30,Lateral,3,0.9173387096774195,0.24451622596153844,0.22430419921875,1.210784912109375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,8.0,30,Lateral,4,0.6666506163328199,0.2437650240384615,0.162506103515625,0.86517333984375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,8.0,30,Lateral,5,0.9276041666666668,0.2253605769230769,0.20904541015625,0.826263427734375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,8.0,30,Lateral,6,0.8475512729844413,0.2655498798076923,0.225067138671875,0.80108642578125
DeltaR=8cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,8.0,30,Lateral,7,0.8987083911234398,0.2708082932692307,0.243377685546875,0.9613037109375
DeltaR=8cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,8.0,30,Lateral,8,0.8064034788540246,0.2753155048076923,0.222015380859375,0.959014892578125
DeltaR=8cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,8.0,30,Supine,1,0.8948863636363638,0.32226562499999994,0.28839111328125,1.004791259765625
DeltaR=8cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,8.0,30,Supine,2,0.8669125993189558,0.3309044471153846,0.286865234375,0.839996337890625
DeltaR=8cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,8.0,30,Supine,3,0.8317727840199751,0.30085637019230765,0.250244140625,0.826263427734375
DeltaR=8cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,8.0,30,Supine,4,0.9092503117206983,0.30123197115384615,0.273895263671875,0.87890625
DeltaR=8cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,8.0,30,Supine,5,0.8596676029962548,0.30085637019230765,0.258636474609375,0.807952880859375
DeltaR=8cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,8.0,30,Supine,6,0.8093869731800767,0.29409555288461536,0.238037109375,0.970458984375
DeltaR=8cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,8.0,30,Supine,7,0.8125,0.28170072115384615,0.2288818359375,0.913238525390625
DeltaR=8cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,8.0,30,Supine,8,0.8969155844155845,0.2313701923076923,0.20751953125,0.8056640625
